publication_number,patent_citation,publication_date,assignee,title
EP1942081A2,0,0,0,0
EP1942081A3,0,0,0,0
EP2095819A1,0,0,0,"ALLENTOFF, ALBAN J. ET AL: ""Palladium-catalyzed aryl cyanations with [14C]KCN: synthesis of 14C-labeled Fadrozole, a potent aromatase inhibitor"", JOURNAL OF LABELLED COMPOUNDS & RADIOPHARMACEUTICALS , 43(11), 1075-1085 CODEN: JLCRD4; ISSN: 0362-4803, 2000, XP007905071"
EP2095819A1,0,0,0,"BELGODERE E ET AL: ""Imidazole derivatives with potential biological activity"", ARZNEIMITTEL FORSCHUNG. DRUG RESEARCH, ECV EDITIO CANTOR VERLAG, AULENDORF, DE, vol. 30, no. 7, 1 January 1980 (1980-01-01), pages 1051 - 1056, XP002430385, ISSN: 0004-4172"
EP2095819A1,0,0,0,"BOTTNER B; DENNER K; BERNHARDT R: ""Conferring aldosterone synthesis to human CYP11B1 by replacing key amino acid residues with CYP1182 ones"", EUR. J. BIOCHEM., vol. 252, 1998, pages 458 - 466"
EP2095819A1,0,0,0,"CHAI; DANSER: ""Why are mineralocorticoid receptor antagonists cardioprotective"", NAUNYN SCHMIEDEBERGS ARCH PHARMACOL, vol. 374, 2006, pages 153 - 62, XP019457980, DOI: doi:10.1007/s00210-006-0107-9"
EP2095819A1,0,0,0,"CORNISH-BOWDEN A: ""Analysis of enzyme kinetic data"", 1995, OXFORD UNIVERSITY PRESS"
EP2095819A1,0,0,0,"DATABASE REGISTRY 8 August 2006 (2006-08-08), XP002487091, retrieved from STN accession no. 899725-23-6"
EP2095819A1,0,0,0,"DENNER K; BERNHARDT R.: ""Oxygen Homeostasis and Its Dynamics"", 1998, SPRINGER-VERLAG, article ""Inhibition studies of steroid conversions mediated by human CYP11B1 and CYP11B2 expressed in cell cultures"", pages: 231 - 236"
EP2095819A1,0,0,0,"DENNER K; DOEHMER J; BERNHARDT R.: ""Cloning of CYP11B1 and CYP1182 from normal human adrenal and their functional expression in COS-7 and V79 Chinese hamster cells"", ENDOCR RES, vol. 21, 1995, pages 443 - 8"
EP2095819A1,0,0,0,"EHMER P B ET AL: ""DEVELOPMENT OF A TEST SYSTEM FOR INHIBITORS OF HUMAN ALDOSTERONE SYNTHASE (CYP11B2): SCREENING IN FISSION YEAST AND EVALUATION OF SELECTIVITY IN V79 CELLS"", JOURNAL OF STEROID BIOCHEMISTRY AND MOLECULAR BIOLOGY, ELSEVIER SCIENCE LTD., OXFORD, GB, vol. 81, no. 2, 1 January 2002 (2002-01-01), pages 173 - 179, XP008057232, ISSN: 0960-0760"
EP2095819A1,0,0,0,"EHMER PB ET AL.: ""Development of a test system for inhibitors of human aldosterone synthase (CYP11B2): screening in fission yeast and evaluation of selectivity in V79 cells"", STEROID BIOCHEM MOL BIOL, vol. 81, 2002, pages 173 - 179, XP008057232, DOI: doi:10.1016/S0960-0760(02)00056-0"
EP2095819A1,0,0,0,"GENNARO, A.R. ET AL.: ""Remington: The Science and Practice of Pharmacy"", 2000, LIPPINCOTT WILLIAMS & WILKINS"
EP2095819A1,0,0,0,"GODEFROI, E. F. ET AL: ""Regiospecific N-substitution of asymmetrically alkylated imidazoles. Preparation of 1,5-dialkyl- and 1,2,5-trialkylimidazoles"", RECUEIL DES TRAVAUX CHIMIQUES DES PAYS-BAS , 93(2), 56-8 CODEN: RTCPA3; ISSN: 0165-0513, 1974, XP009102623"
EP2095819A1,0,0,0,"HARPER J L ET AL: ""Synthesis, Acidity and <19>F NMR Characteristics of Imidazoles bearing 1-Fluorinated Substituents with Potential Application as Probes for Intracellular pH Determination"", TETRAHEDRON, ELSEVIER SCIENCE PUBLISHERS, AMSTERDAM, NL, vol. 53, no. 24, 16 June 1997 (1997-06-16), pages 8211 - 8224, XP004105812, ISSN: 0040-4020"
EP2095819A1,0,0,0,"HARTMANN ET AL.: ""Discovery of selective CYP1182 inhibitors for the therapy of congestive heart failure and myocardial fibrosis"", EUR. J. MED. CHEM., vol. 38, 2003, pages 363 - 366, XP004425009, DOI: doi:10.1016/S0223-5234(03)00049-7"
EP2095819A1,0,0,0,"HASEROTH ET AL.: ""Rapid nongenomic effects of aldosterone in mineralocorticoid-receptor-knockout mice"", BIOCHEM BIOPHYS RES COMMUN, vol. 266, 1999, pages 257 - 61"
