publication_number,patent_citation,publication_date,assignee,title
EP2294043A2,0,0,0,None
EP2294043A2,0,0,0,See also references of WO2009147541A2
EP2294043B1,0,0,0,None
EP2328658A2,0,0,0,See references of WO2010024672A2
EP2259950A2,0,0,0,See references of WO2009123444A2
EP2259950B1,0,0,0,0
EP2344637A1,0,0,0,See references of WO2010050801A1
EP2607484A1,0,0,0,"AARTSMA-RUS A ET AL.: ""Entries in the leiden Duchenne Muscular Dystrophy mutation database: an overview of mutation types and paradoxical cases that confirm the reading-frame rule"", MUSCLE NERVE, vol. 34, 2006, pages 135 - 144, XP002564020, DOI: doi:10.1002/mus.20586"
EP2607484A1,0,0,0,"AARTSMA-RUS A; JANSON AA; KAMAN WE ET AL.: ""Antisense- induced multiexon skipping for Duchenne muscular dystrophy makes more sense"", AM J HUM GENET, vol. 74, no. 1, 2004, pages 83 - 92, XP002616474, DOI: doi:10.1086/381039"
EP2607484A1,0,0,0,"AARTSMA-RUS A; KAMAN WE; WEIJ R; DEN DUNNEN JT; VAN OMMEN GJ; VAN DEUTEKOM JC: ""Exploring the frontiers of therapeutic exon skipping for Duchenne muscular dystrophy by double targeting within one or multiple exons"", MOL THER, vol. 14, no. 3, 2006, pages 401 - 7, XP005844833, DOI: doi:10.1016/j.ymthe.2006.02.022"
EP2607484A1,0,0,0,"AARTSMA-RUS ANNEMIEKE ET AL: ""Guidelines for antisense oligonucleotide design and insight into splice-modulating mechanisms"", MOLECULAR THERAPY, ACADEMIC PRESS, SAN DIEGO, CA, US, vol. 17, no. 3, 23 September 2008 (2008-09-23), pages 548 - 553, XP008117483, ISSN: 1525-0016, [retrieved on 20080923], DOI: 10.1038/MT.2008.205"
EP2607484A1,0,0,0,"AARTSMA-RUS ET AL., AM J HUM GENET, vol. 74, 2004, pages 83 - 92"
EP2607484A1,0,0,0,"AARTSMA-RUS ET AL., HUM MOL GENET, vol. 12, no. 8, 2003, pages 907 - 14"
EP2607484A1,0,0,0,"AARTSMA-RUS ET AL: ""Exploring the Frontiers of Therapeutic Exon Skipping for Duchenne Muscular Dystrophy by Double Targeting within One or Multiple Exons"", MOLECULAR THERAPY, ACADEMIC PRESS, SAN DIEGO, CA, US, vol. 14, no. 3, 12 August 2006 (2006-08-12), pages 401 - 407, XP005844833, ISSN: 1525-0016"
EP2607484A1,0,0,0,"AARTSMA-RUS; VAN DEUTEKOM: ""Antisense Elements (Genetics) Research Focus"", 2007, NOVA SCIENCE PUBLISHERS, INC"
EP2607484A1,0,0,0,"BREMMER-BOUT ET AL., MOLECULAR THERAPY, vol. 10, 2004, pages 232 - 40"
EP2607484A1,0,0,0,"CARTEGNI,L. ET AL.: ""ESEfinder: A web resource to identify exonic splicing enhancers"", NUCLEIC ACIDS RES, vol. 31, 2003, pages 3568 - 71"
EP2607484A1,0,0,0,"EGHOLM ET AL., NATURE, vol. 365, 1993, pages 566 - 568"
EP2607484A1,0,0,0,"FRIESEN; DARBY, NATURE STRUCTURAL BIOLOGY, vol. 5, 1998, pages 543 - 546"
EP2607484A1,0,0,0,"GOVINDARAJU; KUMAR, CHEM. COMMUN, 2005, pages 495 - 497"
EP2607484A1,0,0,0,"HODGETTS S. ET AL., NEUROMUSCULAR DISORDERS, vol. 16, 2006, pages 591 - 602"
EP2607484A1,0,0,0,"LU ET AL., NAT MED., vol. 8, 2003, pages 1009 - 14"
EP2607484A1,0,0,0,"LU ET AL., PROC NATL ACAD SCI U S A., vol. 102, no. 1, 2005, pages 198 - 203"
EP2607484A1,0,0,0,"MANZUR AY ET AL.: ""Glucocorticoid corticosteroids for Duchenne muscular dystrophy"", 2008, WILEY PUBLISHERS"
EP2607484A1,0,0,0,"MORITA ET AL., NUCLEIC ACID RES, no. 1, 2001, pages 241 - 242"
EP2607484A1,0,0,0,"NIELSEN ET AL., SCIENCE, vol. 254, 1991, pages 1497 - 1500"
EP2607484A1,0,0,0,"SMITH,P.J. ET AL.: ""An increased specificity score matrix for the prediction of SF2/ASF-specific exonic splicing enhancers"", HUM.MOL. GENET., vol. 15, 2006, pages 2490 - 2508"
EP2607484A1,0,0,0,"T HOEN ET AL., J BIOL CHEM., vol. 283, 2008, pages 5899 - 907"
EP2607484A1,0,0,0,"VAN DEUTEKOM ET AL., HUM MOL GENET., vol. 10, 2001, pages 1547 - 54"
EP2607484A1,0,0,0,"VAN DEUTEKOM ET AL., N ENGL J MED., vol. 357, 2007, pages 2677 - 86"
EP2607484A1,0,0,0,"VAN DEUTEKOM ET AL., N ENGL J MED., vol. 357, no. 26, 2007, pages 2677 - 86"
EP2607484A1,0,0,0,"VAN OMMEN; VAN DEUTEKOM; AARTSMA-RUS, CURR OPIN MOL THER., vol. 10, no. 2, 2008, pages 140 - 9"
EP2607484A1,0,0,0,"YOKOTA; DUDDY; PARTIDGE, ACTA MYOL., vol. 26, no. 3, 2007, pages 179 - 84"
EP2607484A1,0,0,0,"ZUKER,M.: ""Mfold web server for nucleic acid folding and hybridization prediction"", NUCLEIC ACIDS RES., vol. 31, 2003, pages 3406 - 3415, XP002460708, DOI: doi:10.1093/nar/gkg595"
EP2344637B1,0,0,0,"AARTSMA-RUS ANNEMIEKE ET AL: ""Guidelines for antisense oligonucleotide design and insight into splice-modulating mechanisms"", MOLECULAR THERAPY, ACADEMIC PRESS, SAN DIEGO, CA, US, vol. 17, no. 3, 23 September 2008 (2008-09-23), pages 548 - 553, XP008117483, ISSN: 1525-0016, [retrieved on 20080923], DOI: 10.1038/MT.2008.205"
EP2349287A2,0,0,0,See references of WO2010050802A2
EP2154086A3,0,0,0,0
EP2243720A1,0,0,0,0
EP2306974A1,0,0,0,See references of WO2009146852A1
EP2349146A1,0,0,0,See references of WO2010041941A1
EP2175670A1,0,0,0,"""Final Spatial Audio Object Coding Evaluation Procedures and Criterion"", ISO/IEC JTCL/SC29/WG11 (MPEG), DOCUMENT N9099, April 2007 (2007-04-01)"
EP2175670A1,0,0,0,"""ISO/IEC JTC 1/SC 29/WG 11 (MPEG), Document N10045"", 85TH MPEG MEETING, July 2008 (2008-07-01)"
EP2175670A1,0,0,0,"""MUSHRA-EBU Method for Subjective Listening Tests of Intermediate Audio Quality"", EBU TECHNICAL RECOMMENDATION, October 1999 (1999-10-01)"
EP2175670A1,0,0,0,"ENGDEGORD J ET AL: ""Spatial Audio Object Coding (SAOC) - The Upcoming MPEG Standard on Parametric Object Based Audio Coding"", 124TH AES CONVENTION, AUDIO ENGINEERING SOCIETY, PAPER 7377,, 17 May 2008 (2008-05-17), pages 1 - 15, XP002541458"
EP2175670A1,0,0,0,"JEROEN; BREEBAART ET AL.: ""Multi-Channel goes Mobile : MPEG Surround Binaural Rendering"", AES 29TH INTERNATIONAL CONFERENCE, 2006"
EP2175670A1,0,0,0,"JEROEN; BREEBAART; CHRISTOF FALLER: ""Spatial Audio Processing. MPEG Surround and Other Applications"", 2007, WILEY & SONS"
EP2288616B1,0,0,0,0
EP2306402A1,0,0,0,"A. L. KESIDIS; N. PAPAMARKOS, IEEE TRANSACTIONS ON PATTERN ANALYSIS AND MACHINE INTELLIGENCE, vol. 21, 1999, pages 1 - 15"
EP2306402A1,0,0,0,"A. L. KESIDIS; N. PAPAMARKOS: ""A window based inverse Hough Transform"", PATTERN RECOGNITION, vol. 33, 2000, pages 1105 - 1117"
EP2306402A1,0,0,0,"A. M. CORMACK: ""The Radon Transform on a Family of Curves in the Plane"", PROCEEDINGS OF THE AMERICAN MATHEMATICAL SOCIETY, vol. 83, 1981, pages 325 - 330"
EP2306402A1,0,0,0,"ALAN M. CORMACK; SIR GODFREY N: ""Hounsfield got the Nobel-prize for Medicine"", COMPUTED TOMOGRAPHY, 1979"
EP2306402A1,0,0,0,"C. CHANG; J. WU; W. SUN: ""Applications of Pseudo-polar FFT in Synthetic Aperture Radiometer Imaging"", PIERS, vol. 3, no. 1, 2007, pages 25 - 30"
EP2306402A1,0,0,0,"C. S. RUF; C. T. SWIFT; A. B. TANNER; D. M. LE VINE: ""Interferometric synthetic aperture microwave radiometry for the remote sensing of the earth"", IEEE TRANS. G. R. S., vol. 26, no. 9, 1988, pages 597 - 611"
EP2306402A1,0,0,0,"CORMACK A M: ""The Radon Transform on a Family of Curves in the Plane"", PROCEEDINGS OF THE AMERICAN MATHEMATICAL SOCIETY, AMERICAN MATHEMATICAL SOCIETY, PROVIDENCE, RI, US, vol. 83, no. 2, 1 October 1981 (1981-10-01), pages 325 - 330, XP009128176, ISSN: 0002-9939"
EP2306402A1,0,0,0,"CORMACK A M: ""The Radon Transform on a Family of Curves in the Plane. Part 2"", PROCEEDINGS OF THE AMERICAN MATHEMATICAL SOCIETY, AMERICAN MATHEMATICAL SOCIETY, PROVIDENCE, RI, US, vol. 86, no. 2, 1 October 1982 (1982-10-01), pages 293 - 298, XP009128177, ISSN: 0002-9939"
EP2306402A1,0,0,0,"FRANCISCO J. CARAMELO, NUNO C. FERREIRA, LUIS FAZENDEIRO, CATARINA SOUTO: ""Image Reconstruction by Sinogram Decomposition into Sinusoidal Curves"", FULLY THREE-DIMENSIONAL IMAGE RECONSTRUCTION IN RADIOLOGY AND NUCLEAR MEDICINE, 6 July 2005 (2005-07-06) - 9 July 2005 (2005-07-09), Salt Lake City, UTAH, pages 55 - 59, XP002564892"
EP2306402A1,0,0,0,"FRANCISCO J. CARAMELO; NUNO C. FERREIRA; LUIS FAZENDEIRO; CATARINA SOUTO: ""Image Reconstruction by Sinogram Decomposition into Sinusoidal Curves"", FULLY THREE DIMENSIONAL IMAGE RECONSTRUCTION IN RADIOLOGY AND NUCLEAR MEDICINE, 2005, pages 55 - 59"
EP2306402A1,0,0,0,"H. ACHIM: ""Signal Processing, Interferometry"", 2004, SPRINGER, article ""Processing of SAR Data: Fundamentals"""
EP2306402A1,0,0,0,"J. RADON: ""Ober die Bestimmung von Funktionen durch ihre Integralwerte langs gewisser Mannigfaltigkeiten"", BER. VERH. SACHS. AKAD. WISS. LEIPZIG, MATH.-NAT. KL, vol. 69, 1917, pages 262 - 277"
EP2306402A1,0,0,0,"M. PEICHL; S. DILL; M. JIROUSEK; H. SUESS, PROCEEDINGS OFWFMN07 II CL, 2007, pages 75 - 83"
EP2306402A1,0,0,0,"MENSA: ""High resolution radar imaging"", ARTECH HOUSE, 1981"
EP2306402A1,0,0,0,"P. C. LAUTERBUR: ""Image Formation by Induced Local Interactions: Examples Employing Nuclear Magnetic Resonance. Nobel-prize for Medicine 2003"", NATURE, vol. 242, 1973, pages 190 - 191"
EP2306402A1,0,0,0,"P. TOFT: ""The Radon Transform - Theory and Implementation, Ph.D. thesis Department of Mathematical Modelling"", TECHNICAL UNIVERSITY OF DENMARK, 1996"
EP2306402A1,0,0,0,"R. O. DUDA; P. E. HART: ""Use of the Hough Transformation to detect lines and curves in pictures"", COMM. ACM, vol. 15, no. 1, 1972, pages 11 - 15"
EP2154086A2,0,0,0,0
EP2243720B1,0,0,0,0
EP2288616A1,0,0,0,See references of WO2010005293A1
EP2298247A1,0,0,0,"L. ZHENG ET AL.: ""3D Finite Element Analysis of Bone stress around Distally Osteointegrated Implant for Artificial Limb Attachment"", KEY ENGINEERING MATERIALS, vol. 288-289, 2005, pages 653 - 656"
EP2082950A1,0,0,0,0
EP2138354A3,0,0,0,0
EP2147711B1,0,0,0,0
EP2179681A1,0,0,0,0
EP2204695A1,0,0,0,0
EP2228451A1,0,0,0,"AUSUBEL ET AL.: ""Current protocols in molecular biology"", vol. 2, 1994, CURRENT PROTOCOLS PUBLISHING"
EP2228451A1,0,0,0,"BARNES, M. ET AL., NUCL. ACIDS RES., vol. 33, 2005, pages 5914 - 5923"
EP2228451A1,0,0,0,"BRIDGEWATER J ET AL: ""Gene expression profiling may improve diagnosis in patients with carcinoma of unknown primary"", BRITISH JOURNAL OF CANCER, vol. 98, no. 8, April 2008 (2008-04-01), pages 1425 - 1430, XP002559869"
EP2228451A1,0,0,0,"CHIRGWIN ET AL., BIOCHEMISTRY, vol. 18, 1979, pages 5294 - 5299"
EP2228451A1,0,0,0,"PAVLIDIS N ET AL: ""Carcinoma of unknown primary (CUP)"", CRITICAL REVIEWS IN ONCOLOGY / HEMATOLOGY, ELSEVIER SCIENCE IRELAND LTD., LIMERICK, IE, vol. 69, no. 3, 1 March 2009 (2009-03-01), pages 271 - 278, XP025946754, ISSN: 1040-8428, [retrieved on 20081101]"
EP2228451A1,0,0,0,"PENTHEROUDAKIS ET AL: ""Switching benchmarks in cancer of unknown primary: From autopsy to microarray"", EUROPEAN JOURNAL OF CANCER, PERGAMON PRESS, OXFORD, GB, vol. 43, no. 14, 14 September 2007 (2007-09-14), pages 2026 - 2036, XP022243350, ISSN: 0959-8049"
EP2228451A1,0,0,0,"PENTHEROUDAKIS G ET AL: ""Molecular assignment of tissue of origin in cancer of unknown primary may not predict response to therapy or outcome: A systematic literature review"", CANCER TREATMENT REVIEWS, SAUNDERS, US, vol. 35, no. 3, 1 May 2009 (2009-05-01), pages 221 - 227, XP026041604, ISSN: 0305-7372, [retrieved on 20081128]"
EP2228451A1,0,0,0,"SAMBROOK ET AL.: ""Molecular Cloning - A Laboratory Manual"", vol. 1-3, 1989, COLD SPRING HARBOR LABORATORY"
EP2228451A1,0,0,0,"SEVE PASCAL ET AL: ""Low serum albumin levels and liver metastasis are powerful prognostic markers for survival in patients with carcinomas of unknown primary site"", CANCER, vol. 107, no. 11, December 2006 (2006-12-01), pages 2698 - 2705, XP002559870, ISSN: 0008-543X"
EP2228451A1,0,0,0,"VARADHACHARY ET AL.: ""Carcinoma of unknown primary with a colon-cancer profile-changing paradigm and emerging definitions"", LANCET ONCOL., vol. 9, 2008, pages 596 - 9"
EP2228451A1,0,0,0,"ZHONG ET AL., NATURE REVIEWS GENETICS, vol. 10, 2009, pages 57 - 63"
EP2230503B1,0,0,0,0
EP2237549A1,0,0,0,"""e-Handbook of Statistical Methods"", NIST/SEMATECH, 18 July 2006 (2006-07-18)"
EP2237549A1,0,0,0,"BOX, GEORGE; JENKINS, GWILYM: ""Time series analysis: forecasting and control"", 1976"
