publication_number,patent_citation,publication_date,assignee,title
EP2714651A1,0,0,0,See also references of WO2012165956A1
EP2589418A1,0,0,0,0
EP2653553A1,0,0,0,"ABRANCHES, E.; SILVA, M.; PRADIER, L.; SCHULZ, H.; HUMMEL, O.; HENRIQUE, D.; BEKMAN, E.: ""Neural differentiation of embryonic stem cells in vitro: a road map to neurogenesis in the embryo"", PLOS ONE, vol. 4, 2009, pages E6286,10"
EP2653553A1,0,0,0,"ABU-ABED, S.; DOLLE, P.; METZGER, D.; BECKETT, B.; CHAMBON, P.; PETKOVICH, M.: ""The retinoic acid-metabolizing enzyme, CYP26A1, is essential for normal hindbrain patterning, vertebral identity, and development of posterior structures"", GENES DEV, vol. 15, 2001, pages 226 - 40"
EP2653553A1,0,0,0,"ALSDORF, R.; WYSZYNSKI, D. F.: ""Teratogenicity of sodium valproate"", EXPERT OPIN DRUG SAF, vol. 4, 2005, pages 345 - 53"
EP2653553A1,0,0,0,"BIBEL, M.; RICHTER, J.; SCHRENK, K.; TUCKER, K. L.; STAIGER, V.; KORTE, M.; GOETZ, M.; BARDE, Y. A: ""Differentiation of mouse embryonic stem cells into a defined neuronal lineage"", NAT NEUROSCI, vol. 7, 2004, pages 1003 - 9, XP002334074, DOI: doi:10.1038/nn1301"
EP2653553A1,0,0,0,"BOLSTAD, B. M.; IRIZARRY, R. A.; ASTRAND, M.; SPEED, T. P.: ""A comparison of normalization methods for high density oligonucleotide array data based on variance and bias"", BIOINFORMATICS, vol. 19, 2003, pages 185 - 93, XP008041261, DOI: doi:10.1093/bioinformatics/19.2.185"
EP2653553A1,0,0,0,"BOORSMA, A.; FOAT, B. C.; VIS, D.; KLIS, F.; BUSSEMAKER, H. J.: ""T-profiler: scoring the activity of predefined groups of genes using gene expression data"", NUCLEIC ACIDS RES, 2005, pages 33"
EP2653553A1,0,0,0,"BURBACHER, T. M.; RODIER, P. M.; WEISS, B.: ""Methylmercury developmental neurotoxicity: a comparison of effects in humans and animals"", NEUROTOXICOL TERATOL, vol. 12, 1990, pages 191 - 202, XP025487360, DOI: doi:10.1016/0892-0362(90)90091-P"
EP2653553A1,0,0,0,"CECCATELLI, S.; DARE, E.; MOORS, M.: ""Methylmercury-induced neurotoxicity and apoptosis"", CHEM BIOL INTERACT, vol. 188, 2010, pages 301 - 8, XP027289595"
EP2653553A1,0,0,0,"COSTA, L. G.; FATTORI, V.; GIORDANO, G.; VITALONE, A.: ""An in vitro approach to assess the toxicity of certain food contaminants: methylmercury and polychlorinated biphenyls"", TOXICOLOGY, vol. 237, 2007, pages 65 - 76, XP022148645, DOI: doi:10.1016/j.tox.2007.05.003"
