publication_number,patent_citation,publication_date,assignee,title
EP3364205A1,0,0,0,"S.S. HIDALGO-TOBON: ""Theory of gradient coil design methods for magnetic resonance imaging"", CONCEPTS IN MAGNETIC RESONANCE PART A, vol. 36A, no. 4, 21 July 2010 (2010-07-21), pages 223 - 242, XP055183938, ISSN: 1546-6086, DOI: 10.1002/cmr.a.20163"
EP3351955A1,0,0,0,"H. IIDA; I. KANNO; S. MIURA; M. MURAKAMI; K. TAKAHASHI; K. UEMURA: ""A Simulation Study of a Method to Reduce Positron Annihilation Spread Distributions Using a Strong Magnetic Field in Positron Emission Tomography"", IEEE TRANSACTIONS ON NUCLEAR SCIENCE, vol. 33, no. 1, March 1986 (1986-03-01), pages 597 - 600"
EP3410211A1,0,0,0,"AUSTIN ET AL., OPT. LETT., vol. 36, 2011, pages 1746"
EP3410211A1,0,0,0,"C. BRAIG; L. FRITZSCH; T. KASEBIER; E.-B. KLEY; C. LAUBIS; Y. LIU; F. SCHOLZE; A. TUNNERMANN: ""An EUV beamsplitter based on conical grazing incidence diffraction"", OPT. EXPRESS, vol. 20, 2012, pages 1825 - 1838"
EP3410211A1,0,0,0,"FRUMKER ET AL., OPT. LETT., vol. 34, 2009, pages 3026"
EP3410211A1,0,0,0,"KIINZEL ET AL., APPL. OPT., vol. 54, 2015, pages 4745"
EP3410211A1,0,0,0,"MERCERE ET AL., OPT. LETT., vol. 28, 2003, pages 1534"
EP3410211A1,0,0,0,"NAULLEAU ET AL., APPL. OPT., vol. 38, 1999, pages 7252"
EP3487294A1,0,0,0,0
EP3547935A1,0,0,0,0
EP3717692B1,0,0,0,0
EP3484272B8,0,0,0,0
EP3554634A2,0,0,0,0
EP3717692A1,0,0,0,0
EP3376120A1,0,0,0,0
EP3205377A1,0,0,0,0
EP3231303A1,0,0,0,0
EP3327197A1,0,0,0,"NELE DHAESE: ""Bruggen en wegen naar een duurzame Randstad in 2040"", RAPPORT, VERSIE 1.0, 15 December 2008 (2008-12-15), TU Delft, pages 1 - 50, XP055446673, Retrieved from the Internet <URL:https://repository.tudelft.nl/islandora/object/uuid:0422f8a1-d72a-4d23-8c2d-c81da4817caf/datastream/OBJ/download> [retrieved on 20180201]"
EP3399949A1,0,0,0,0
EP3403507B1,0,0,0,None
EP3414574A2,0,0,0,0
EP3414738A1,0,0,0,0
EP3426784A1,0,0,0,0
EP3432986A1,0,0,0,0
EP3436598A1,0,0,0,0
EP3456029A1,0,0,0,0
EP3463563A1,0,0,0,0
EP3472179A1,0,0,0,0
EP3474901A1,0,0,0,0
EP3478517B1,0,0,0,None
EP3484700A1,0,0,0,0
EP3485643A1,0,0,0,0
EP3485646A1,0,0,0,0
EP3498170A1,0,0,0,0
EP3498889A1,0,0,0,0
EP3501433A1,0,0,0,None
EP3504431B1,0,0,0,0
EP3526532A2,0,0,0,0
EP3526972A1,0,0,0,0
EP3529141A1,0,0,0,0
EP3531908A1,0,0,0,0
EP3535644A1,0,0,0,0
EP3536113A1,0,0,0,0
EP3551182A1,0,0,0,0
EP3563491A1,0,0,0,0
EP3563577A1,0,0,0,0
EP3244648A1,0,0,0,0
EP3364132A1,0,0,0,0
EP3403431A1,0,0,0,0
EP3408030A1,0,0,0,0
EP3408030B1,0,0,0,None
EP3426776A1,0,0,0,0
EP3433367B1,0,0,0,None
EP3439912B1,0,0,0,None
EP3442558A1,0,0,0,0
EP3445693A1,0,0,0,0
EP3448359A1,0,0,0,0
EP3449513A1,0,0,0,0
EP3456029B1,0,0,0,None
EP3463198B1,0,0,0,None
EP3478517A1,0,0,0,0
EP3482259A1,0,0,0,0
EP3503452A1,0,0,0,0
EP3504870A1,0,0,0,0
EP3535999A1,0,0,0,0
EP3536027A1,0,0,0,0
EP3541829A1,0,0,0,0
EP3551166A1,0,0,0,0
EP3551642A1,0,0,0,0
EP3558396B1,0,0,0,None
EP3563602A1,0,0,0,0
EP3724829A1,0,0,0,0
EP3219880A1,0,0,0,0
EP3231303B1,0,0,0,None
EP3244654A1,0,0,0,0
EP3244654B1,0,0,0,None
EP3403430A1,0,0,0,0
EP3403430B1,0,0,0,None
EP3403507A1,0,0,0,None
EP3409018A1,0,0,0,0
EP3410865A1,0,0,0,0
EP3411000A1,0,0,0,0
EP3414738B1,0,0,0,None
EP3414739A1,0,0,0,0
EP3414739B1,0,0,0,None
EP3433367A1,0,0,0,0
EP3439912A1,0,0,0,0
EP3442559A1,0,0,0,0
EP3448395A1,0,0,0,0
EP3463198A1,0,0,0,0
EP3463563B1,0,0,0,None
EP3465223A1,0,0,0,0
EP3465631A1,0,0,0,0
EP3465631B1,0,0,0,None
EP3469361A1,0,0,0,0
EP3471828A1,0,0,0,0
EP3472601A1,0,0,0,0
EP3478086A1,0,0,0,0
EP3482558A1,0,0,0,0
EP3484700B1,0,0,0,None
EP3491914A1,0,0,0,0
EP3502259A1,0,0,0,"AN ET AL., BIOSCI BIOTECHNOL BIOCHEM., vol. 67, no. 12, December 2003 (2003-12-01), pages 2674 - 2677"
EP3502259A1,0,0,0,"ARORA L; NARULA GENE: ""Editing and Crop Improvement Using CRISPR-Cas9 System"", A. FRONT PLANT SCI., 2017"
EP3502259A1,0,0,0,"AUDEBERT M; SALLES B; CALSOU P: ""Involvement of poly(ADP-ribose) polymerase-1 and XRCCl/DNA ligase III in an alternative route for DNA double-strand breaks rejoining"", J BIOL CHEM, vol. 279, 2004, pages 55117 - 55126"
EP3502259A1,0,0,0,"AYAKO NISHIZAWA-YOKOI ET AL: ""Suppression of Ku70/80 or Lig4 leads to decreased stable transformation and enhanced homologous recombination in rice"", NEW PHYTOLOGIST, vol. 196, no. 4, 10 October 2012 (2012-10-10), pages 1048 - 1059, XP055052698, ISSN: 0028-646X, DOI: 10.1111/j.1469-8137.2012.04350.x"
EP3502259A1,0,0,0,"BAULCOMBE, CURR. OPIN. PLANT BIOL., vol. 2, 1999, pages 109 - 113"
EP3502259A1,0,0,0,"BELAHJ ET AL., PLANT METHODS, vol. 9, 2013, pages 39"
EP3502259A1,0,0,0,"BELHAJ ET AL., PLANT METHODS, vol. 9, 2013, pages 39"
EP3502259A1,0,0,0,"BEVAN, M. W.: ""Binary Agrobacterium vectors for plant transformation"", NUCL. ACID. RES., vol. 12, 1984, pages 8711 - 8721"
EP3502259A1,0,0,0,"BOULTON, S. J.; S. P. JACKSON: ""Saccharomyces cerevisiae Ku70 potentiates illegitimate DNA doublestrand break repair and serves as a barrier to error-prone DNA repair pathways"", EMBO J., vol. 15, 1996, pages 5093 - 5103"
EP3502259A1,0,0,0,"BUNDOCK, P.; P. HOOYKAAS: ""Severe developmental defects, hypersensitivity to DNA-damaging agents, and lengthened telomeres in Arabidopsis MRE11 mutants"", PLANT CELL, vol. 14, 2002, pages 2451 - 2462"
EP3502259A1,0,0,0,"BUNDOCK; HOOYKAAS, THE PLANT CELL, vol. 14, 2002"
EP3502259A1,0,0,0,"CECCALDI ET AL., NATURE, vol. 518, no. 7538, 12 February 2015 (2015-02-12), pages 258 - 262"
EP3502259A1,0,0,0,"CECCALDI, R.; B. RONDINELLI; A. D. D'ANDREA: ""Repair pathway choices and consequences at the double strand break"", TRENDS CELL BIOL., vol. 338, no. 26, 2016, pages 52 - 64"
EP3502259A1,0,0,0,"CHAMANKHAH, M.; W. XIAO: ""Formation of the yeast Mrell-Rad50-Xrs2 complex is correlated with DNA repair and telomere maintenance"", NUCLEIC ACIDS RES., vol. 27, 1999, pages 2072 - 2079, XP002272310, DOI: doi:10.1093/nar/27.10.2072"
EP3502259A1,0,0,0,"CHARBONNEL, C.; M. E. GALLEGO; C. I. WHITE: ""Xrccl-dependent and Ku-dependent DNA double-strand break repair kinetics in Arabidopsis plants"", PLANT J., vol. 64, 2010, pages 280 - 290"
EP3502259A1,0,0,0,"CHEN; WINANS, J. BACTERIOL., vol. 173, 1991, pages 1139 - 1144"
EP3502259A1,0,0,0,DATABASE Gene [O] retrieved from NCBI Database accession no. AAF91284.1
EP3502259A1,0,0,0,DATABASE Gene [O] retrieved from NCBI Database accession no. BAD93700.1
EP3502259A1,0,0,0,DATABASE Gene [O] retrieved from NCBI Database accession no. BAD95294.1
EP3502259A1,0,0,0,DATABASE Gene [O] retrieved from NCBI Database accession no. CAB50793.1
EP3502259A1,0,0,0,DATABASE Gene [O] retrieved from NCBI Database accession no. XP_004229815
EP3502259A1,0,0,0,DATABASE Gene [O] retrieved from NCBI Database accession no. XP_004247997
EP3502259A1,0,0,0,DATABASE Gene [O] retrieved from NCBI Database accession no. XP_010325163
EP3502259A1,0,0,0,DATABASE Gene [O] retrieved from NCBI Database accession no. XP_015636870
EP3502259A1,0,0,0,"DEBLOCK ET AL., EMBO J., vol. 6, 1987, pages 2513 - 2518"
EP3502259A1,0,0,0,"DEBLOCK ET AL., PLANT PHYSIOL., vol. 91, 1989, pages 691 - 704"
EP3502259A1,0,0,0,"DERIANO, L.; D. B. ROTH: ""Modernizing the nonhomologous end-joining repertoire: alternative and classical NHEJ share the stage"", ANNU. REV. GENET., vol. 47, 2013, pages 433 - 455"
EP3502259A1,0,0,0,"DERY U; COULOMBE Y; RODRIGUE A; STASIAK A; RICHARD S; MASSON JY.: ""A glycine-arginine domain in control of the human MRE11 DNA repair protein"", MOL CELL BIOL., vol. 28, no. 9, May 2008 (2008-05-01), pages 3058 - 3069"
EP3502259A1,0,0,0,"FAUSER ET AL., PLANT J, vol. 79, 2014, pages 348 - 359"
EP3502259A1,0,0,0,"FERNANDEZ-VIDAL ET AL., NATURE COMMUNICATIONS, vol. 5, 2014"
EP3502259A1,0,0,0,"GALLEGO, M. E.; J.-Y. BLEUYARD; S. DAOUDAL-COTTERELL; N. JALLUT; C. I. WHITE: ""Ku80 plays a role in non homologous recombination but is not required for T-DNA integration in Arabidopsis"", PLANT J., vol. 35, 2003, pages 557 - 565"
