publication_number,patent_citation,publication_date,assignee,title
EP3910111A1,0,0,0,0
EP3910357A2,0,0,0,0
EP3910357A3,0,0,0,0
EP3851372A1,US10472068B2,2019-11-12,"B/E Aerospace, Inc.",Intermediate stowage retainer for aircraft monument storage bay
EP3851580A1,0,0,0,0
EP3852287A1,0,0,0,0
EP3855124A1,0,0,0,0
EP3858198A1,0,0,0,0
EP3858505A1,0,0,0,0
EP3858513A1,0,0,0,0
EP3859554A1,0,0,0,0
EP3860147A1,0,0,0,0
EP3862075A1,0,0,0,0
EP3862257A1,0,0,0,0
EP3862836A1,0,0,0,0
EP3862924A1,0,0,0,0
EP3863254A1,CN112835343A,2021-05-25,东风汽车股份有限公司,Method for rapidly checking error frames of CAN (controller area network) bus of whole vehicle
EP3865004A1,0,0,0,0
EP3865900A1,0,0,0,0
EP3866345A1,0,0,0,0
EP3868635A1,0,0,0,0
EP3868810A1,0,0,0,0
EP3869690A1,0,0,0,0
EP3872519A1,CN113688332A,2021-11-23,北京数业专攻科技有限公司,Track reconstruction method and device based on frequent mode
EP3873047A1,0,0,0,0
EP3873114A1,0,0,0,0
EP3875686A1,0,0,0,0
EP3878722A1,0,0,0,0
EP3879174A1,0,0,0,0
EP3882504A1,0,0,0,0
EP3885400A1,0,0,0,0
EP3886151A1,0,0,0,0
EP3888925A1,0,0,0,0
EP3889445A1,0,0,0,0
EP3889817A1,0,0,0,0
EP3889917A1,0,0,0,0
EP3892648A1,0,0,0,0
EP3893370A1,0,0,0,0
EP3896441A2,0,0,0,0
EP3900904A1,0,0,0,0
EP3902140A3,US11226922B2,2022-01-18,Intel Corporation,"System, apparatus and method for controlling duty cycle of a clock signal for a multi-drop interconnect"
EP3904244A1,0,0,0,0
EP3905198A1,0,0,0,0
EP3905478A1,0,0,0,0
EP3905534A1,US11190386B2,2021-11-30,Nxp B.V.,Smart adjacent-channel indicating/scanning for FM modulation
EP3906965A1,0,0,0,0
EP3907430A1,0,0,0,0
EP3907520A1,0,0,0,0
EP3907712A1,0,0,0,0
EP3909844A1,0,0,0,0
EP3910566A1,0,0,0,0
EP3910803A1,0,0,0,0
EP3912893A1,0,0,0,0
EP3913007A1,0,0,0,0
EP3913802A1,US11228470B2,2022-01-18,Nxp B.V.,Continuous time linear equalization circuit
EP3913802A1,US11206160B2,2021-12-21,Nxp B.V.,High bandwidth continuous time linear equalization circuit
EP3913821A1,0,0,0,0
EP3915382A1,0,0,0,0
EP3916268A1,0,0,0,0
EP3916511A1,0,0,0,0
EP3916733A1,0,0,0,0
EP3919390A1,0,0,0,0
EP3923022A1,0,0,0,0
EP3923032A1,0,0,0,0
EP3923439A1,0,0,0,0
EP3925708A1,0,0,0,0
EP3926465A1,0,0,0,0
EP3929358A1,0,0,0,0
EP3929382A1,0,0,0,0
EP3930265A1,0,0,0,0
EP3930390A3,0,0,0,0
EP3932197A1,0,0,0,0
EP3932249A1,0,0,0,0
EP3932700A1,0,0,0,0
EP3932791A1,0,0,0,0
EP3934116A1,0,0,0,0
EP3936003A1,0,0,0,0
EP3939426A1,0,0,0,0
EP3940400A1,0,0,0,0
EP3944503A1,0,0,0,0
EP3945012A1,0,0,0,0
EP3950248A1,0,0,0,0
EP3950420A1,CN213035694U,2021-04-23,广东乐美达集团有限公司,Misuse prevention type automobile child safety seat base and automobile child safety seat
EP3954576A1,CN111845485A,2020-10-30,广东乐美达集团有限公司,Multifunctional automobile child safety seat
EP3954603A1,0,0,0,0
EP3955456A1,0,0,0,0
EP3848525A1,0,0,0,0
EP3851790A1,US11248815B2,2022-02-15,Here Global B.V.,Analyzing a mobile device's movement pattern during a pressure change to detect that a state of an air-conditioning system has changed
EP3851791A1,US11248815B2,2022-02-15,Here Global B.V.,Analyzing a mobile device's movement pattern during a pressure change to detect that a state of an air-conditioning system has changed
EP3852270A1,0,0,0,0
EP3854645A1,0,0,0,0
EP3854940A1,0,0,0,0
EP3859279A1,0,0,0,0
EP3859632A1,0,0,0,0
EP3862239A1,0,0,0,0
EP3862775A1,0,0,0,0
EP3862919A1,0,0,0,0
EP3863374A1,0,0,0,0
EP3865016A1,0,0,0,0
EP3865106A1,0,0,0,0
EP3865107A1,0,0,0,0
EP3865409A1,0,0,0,0
EP3865997A1,0,0,0,0
EP3868637A1,0,0,0,0
EP3868808A1,0,0,0,0
EP3868809A1,0,0,0,0
EP3869529A1,0,0,0,0
EP3871547A1,0,0,0,0
EP3871940A1,0,0,0,0
EP3872005A1,0,0,0,0
EP3872099A1,0,0,0,0
EP3872518A1,0,0,0,0
EP3872669A1,0,0,0,0
EP3873045A1,US11190386B2,2021-11-30,Nxp B.V.,Smart adjacent-channel indicating/scanning for FM modulation
EP3876165A2,0,0,0,0
EP3876474A1,0,0,0,0
EP3878733A1,0,0,0,0
EP3878743A1,0,0,0,0
EP3878746A1,0,0,0,0
EP3878747A1,0,0,0,0
EP3878926A1,0,0,0,0
EP3879209A1,0,0,0,0
EP3879772A1,0,0,0,0
EP3882872A1,0,0,0,0
EP3885703A1,0,0,0,0
EP3885869A1,0,0,0,0
EP3886534A1,0,0,0,0
EP3890198A1,US11115069B2,2021-09-07,Nxp B.V.,Near-field wireless device for distance measurement
EP3890269A1,0,0,0,0
EP3892647A1,0,0,0,0
EP3893020A1,0,0,0,0
EP3895519A1,0,0,0,0
EP3895526A1,0,0,0,0
EP3895778A1,0,0,0,0
EP3896377A1,0,0,0,0
EP3896862A1,0,0,0,0
EP3896863A1,0,0,0,0
EP3901057A1,0,0,0,0
EP3901066A1,0,0,0,0
EP3902140A2,US11226922B2,2022-01-18,Intel Corporation,"System, apparatus and method for controlling duty cycle of a clock signal for a multi-drop interconnect"
EP3904271A1,0,0,0,0
EP3904831A1,0,0,0,0
EP3904999A1,0,0,0,0
EP3907100A1,0,0,0,0
EP3907421A1,0,0,0,0
EP3909554A1,0,0,0,0
EP3912461A1,0,0,0,0
EP3913430A1,0,0,0,0
EP3917022A1,0,0,0,0
EP3919758A1,0,0,0,0
EP3920213A1,0,0,0,0
EP3922370A1,0,0,0,0
EP3922644A2,0,0,0,0
EP3922948A1,0,0,0,0
EP3923247A1,0,0,0,0
EP3926760A1,0,0,0,0
EP3926894A1,US20220070022A1,2022-03-03,Nxp B.V.,Can transceiver
EP3928672A1,0,0,0,0
EP3929370A1,0,0,0,0
EP3929384A1,0,0,0,0
EP3930202A1,0,0,0,0
EP3930206A1,US11115069B2,2021-09-07,Nxp B.V.,Near-field wireless device for distance measurement
EP3930390A2,0,0,0,0
EP3932191A1,0,0,0,0
EP3933138A1,0,0,0,0
EP3933144A1,0,0,0,0
EP3933453A1,0,0,0,0
EP3934126A1,0,0,0,0
EP3936806A1,0,0,0,0
EP3940186A1,0,0,0,0
EP3940659A1,0,0,0,0
EP3943036A1,0,0,0,0
EP3943324A1,0,0,0,0
EP3943699A1,0,0,0,0
EP3944113A1,0,0,0,0
EP3944123A1,0,0,0,0
EP3944531A1,0,0,0,0
EP3945178A1,0,0,0,0
EP3945281A1,0,0,0,0
EP3950798A1,0,0,0,0
EP3952117A1,0,0,0,0
EP3952118A1,0,0,0,0
EP3952228A1,0,0,0,0
EP3954853A1,0,0,0,0
EP3957368A1,0,0,0,0
EP3957573A1,0,0,0,0
EP3848127A1,0,0,0,0
EP3848657A1,0,0,0,0
EP3848728A1,0,0,0,0
EP3851336A1,0,0,0,0
EP3851599A1,0,0,0,0
EP3851610A1,0,0,0,0
EP3852399A1,US11248815B2,2022-02-15,Here Global B.V.,Analyzing a mobile device's movement pattern during a pressure change to detect that a state of an air-conditioning system has changed
EP3855479A1,0,0,0,0
EP3855630A1,0,0,0,0
EP3859277A1,0,0,0,0
EP3860004A1,0,0,0,0
EP3861852A1,0,0,0,0
EP3862240A1,0,0,0,0
EP3862295A1,0,0,0,0
EP3862493A1,0,0,0,0
EP3863180A1,0,0,0,0
EP3863186A1,0,0,0,0
EP3863216A1,0,0,0,0
EP3865985A1,0,0,0,0
EP3868672A1,0,0,0,0
EP3869677A1,0,0,0,0
EP3875724A1,0,0,0,0
EP3875822A1,0,0,0,0
EP3876165A3,0,0,0,0
EP3876672A1,0,0,0,0
EP3885704A1,CN113660080A,2021-11-16,北京金鸿睿信息科技有限公司,Safe multi-party calculation and federal analysis technology
EP3885707A1,0,0,0,0
EP3886468A1,0,0,0,0
EP3889833A1,0,0,0,0
EP3889876A1,0,0,0,0
EP3889919A1,0,0,0,0
EP3890193A1,0,0,0,0
EP3893528A1,0,0,0,0
EP3896394A1,0,0,0,0
EP3896441A3,0,0,0,0
EP3901950A1,0,0,0,0
EP3902013A1,0,0,0,0
EP3903573A1,0,0,0,0
EP3903578A1,0,0,0,0
EP3905120A1,0,0,0,0
EP3910541A1,0,0,0,0
EP3912728A1,0,0,0,0
EP3912884A1,0,0,0,0
EP3913011A1,0,0,0,0
EP3913800A1,0,0,0,0
EP3913801A1,0,0,0,0
EP3915598A1,0,0,0,0
EP3916188A1,0,0,0,0
EP3916427A1,0,0,0,0
EP3917005A1,0,0,0,0
EP3917008A1,0,0,0,0
EP3917101A1,0,0,0,0
EP3917177A1,0,0,0,0
EP3919383A1,0,0,0,0
EP3919388A1,0,0,0,0
EP3919757A1,0,0,0,0
EP3919827A1,0,0,0,0
EP3919861A1,0,0,0,0
EP3920110A1,0,0,0,0
EP3922103A1,0,0,0,0
EP3922782A1,0,0,0,0
EP3923251A1,0,0,0,0
EP3923490A1,0,0,0,0
EP3926358A1,0,0,0,0
EP3926498A1,0,0,0,0
EP3929112A1,0,0,0,0
EP3929611A1,0,0,0,0
EP3932192A1,0,0,0,0
EP3933125A1,0,0,0,0
EP3935636A1,0,0,0,0
EP3936308A1,0,0,0,0
EP3936309A1,0,0,0,0
EP3936668A1,0,0,0,0
EP3936937A1,0,0,0,0
EP3937376A1,0,0,0,0
EP3942012A1,0,0,0,0
EP3943454A1,0,0,0,0
EP3943985A1,0,0,0,0
EP3944090A1,0,0,0,0
EP3944502A1,0,0,0,0
EP3945176A1,0,0,0,0
EP3945341A1,0,0,0,0
EP3945394A1,0,0,0,0
EP3945512A1,0,0,0,0
EP3945699A1,0,0,0,0
EP3954342A1,0,0,0,0
EP3954858A1,0,0,0,0
EP3958416A1,0,0,0,0
