publication_number,patent_citation,publication_date,assignee,title
EP3910111A1,0,0,0,0
EP3910357A2,0,0,0,0
EP3910357A3,0,0,0,"""Protein Electrophoresis"", vol. 711, 10 August 2010, NEW YORK ; HEIDELBERG [U.A.] : HUMANA PRESS,, US, ISBN: 978-1-60761-961-1, ISSN: 1064-3745, article ZHU HE ET AL: ""MR Spectroscopy and Spectroscopic Imaging of the Brain"", pages: 203 - 226, XP055865625, DOI: 10.1007/978-1-61737-992-5_9"
EP3910357A3,0,0,0,"DUMEZ JEAN-NICOLAS: ""Spatial encoding and spatial selection methods in high-resolution NMR spectroscopy"", PROGRESS IN NUCLEAR MAGNETIC RESONANCE SPECTROSCOPY, PERGAMON PRESS, OXFORD, GB, vol. 109, 3 August 2018 (2018-08-03), pages 101 - 134, XP085551311, ISSN: 0079-6565, DOI: 10.1016/J.PNMRS.2018.08.001"
EP3910357A3,0,0,0,"SALUSTRI C ET AL: ""Simple but Reliable Solutions for Spiral MRI Gradient Design"", JOURNAL OF MAGNETIC RESONANCE, ACADEMIC PRESS, ORLANDO, FL, US, vol. 140, no. 2, 1 October 1999 (1999-10-01), pages 347 - 350, XP004407109, ISSN: 1090-7807, DOI: 10.1006/JMRE.1999.1831"
EP3910357A3,0,0,0,"VERSTEEG E. ET AL.: ""Supersonic imaging with a silent gradient axis driven at 20 kHz"", INTERNATIONAL SOCIETY FOR MAGNETIC RESONANCE IN MEDICINE, ISMRM, 2030 ADDISON STREET, 7TH FLOOR, BERKELEY, CA 94704 USA, no. 4586, 26 April 2019 (2019-04-26), XP040711970"
EP3851372A1,0,0,0,0
EP3851580A1,0,0,0,0
EP3852287A1,0,0,0,0
EP3855124A1,0,0,0,"MENG ZHANG: ""Methods and Implementations of Road-Network Matching"", 14 October 2009 (2009-10-14), TECHNISCHE UNIVERSIT?T M?NCHEN, XP055279487, Retrieved from the Internet <URL:https://mediatum.ub.tum.de/doc/820125/820125.pdf> [retrieved on 20160610]"
EP3858198A1,0,0,0,0
EP3858505A1,0,0,0,0
EP3858513A1,0,0,0,0
EP3859554A1,0,0,0,"HUNG-SIK KIM ET AL: ""HARRA"", PROCEEDINGS OF THE 13TH INTERNATIONAL CONFERENCE ON EXTENDING DATABASE TECHNOLOGY, EDBT '10, ACM PRESS, NEW YORK, NEW YORK, USA, 22 March 2010 (2010-03-22), pages 525 - 536, XP058123497, ISBN: 978-1-60558-945-9, DOI: 10.1145/1739041.1739104"
EP3859554A1,0,0,0,"ISELE ROBERT ET AL: ""Efficient multidimensional blocking for link discovery without losing recall"", FOURTEENTH INTERNATIONAL WORKSHOP ON THE WEB AND DATABASES (WEBDB 2011), 12 June 2011 (2011-06-12), New York, NY, XP055810356, Retrieved from the Internet <URL:http://wifo5-03.informatik.uni-mannheim.de/bizer/pub/IseleJentzschBizer-WebDB2011.pdf>"
EP3860147A1,0,0,0,0
EP3862075A1,0,0,0,0
EP3862257A1,0,0,0,0
EP3862836A1,0,0,0,"ELS PETER: ""The first level-3 automated vehicle is on the road: Is ISO functional safety and analysis in step? | Automotive IQ"", 25 April 2018 (2018-04-25), XP055813235, Retrieved from the Internet <URL:https://www.automotive-iq.com/autonomous-drive/articles/first-level-3-automated-vehicle-road-iso-functional-safety-and-analysis> [retrieved on 20210613]"
EP3862836A1,0,0,0,"ROLF ISERMANN ET AL: ""FAULT-TOLERANT Drive-by-Wire Systems"", IEEE CONTROL SYSTEMS MAGAZINE, IEEE SERVICE CENTER, PISCATAWAY, NJ, US, vol. 22, no. 5, 1 October 2002 (2002-10-01), pages 64 - 81, XP011093105, ISSN: 0272-1708"
EP3862836A1,0,0,0,"TI: ""TDA2Px-ACD CPU EVM Board User's Guide"", SPRUII4A, 1 December 2017 (2017-12-01), pages 1 - 38, XP055813715, Retrieved from the Internet <URL:https://www.ti.com/lit/ug/spruii4a/spruii4a.pdf?ts=1623344623902&ref_url=https%3A%2F%2Fwww.ti.com%2Ftool%2FTDA2PXEVM> [retrieved on 20210614]"
EP3862924A1,0,0,0,0
EP3863254A1,0,0,0,"BOZDAL MEHMET ET AL: ""A Survey on CAN Bus Protocol: Attacks, Challenges, and Potential Solutions"", 2018 INTERNATIONAL CONFERENCE ON COMPUTING, ELECTRONICS & COMMUNICATIONS ENGINEERING (ICCECE), IEEE, 16 August 2018 (2018-08-16), pages 201 - 205, XP033526202, DOI: 10.1109/ICCECOME.2018.8658720"
EP3863254A1,0,0,0,"BOZDAL MEHMET ET AL: ""Hardware Trojan Enabled Denial of Service Attack on CAN Bus"", PROCEDIA MANUFACTURING, vol. 16, 1 January 2018 (2018-01-01), 43rd North American Manufacturing Research Conference, NAMRC 43, 8-12 June 2015, UNC Charlotte, North Carolina, United States, pages 47 - 52, XP055810052, ISSN: 2351-9789, Retrieved from the Internet <URL:https://core.ac.uk/download/pdf/286715985.pdf> DOI: 10.1016/j.promfg.2018.10.158"
EP3863254A1,0,0,0,"BROWN ADAM J ET AL: ""CAN Authorization Using Message Priority Bit-Level Access Control"", 2018 1ST INTERNATIONAL CONFERENCE ON DATA INTELLIGENCE AND SECURITY (ICDIS), IEEE, 8 April 2018 (2018-04-08), pages 1 - 8, XP033349742, DOI: 10.1109/ICDIS.2018.00008"
EP3863254A1,0,0,0,"HUMAYED ABDULMALIK A: ""Securing CAN-Based Cyber-Physical Systems"", 4 December 2018 (2018-12-04), pages 1 - 225, XP055809990, Retrieved from the Internet <URL:https://kuscholarworks.ku.edu/handle/1808/29658> [retrieved on 20210602]"
EP3863254A1,0,0,0,"OMID AVATEFIPOUR ET AL: ""State-of-the-Art Survey on In-Vehicle Network Communication (CAN-Bus) Security and Vulnerabilities"", ARXIV.ORG, CORNELL UNIVERSITY LIBRARY, 201 OLIN LIBRARY CORNELL UNIVERSITY ITHACA, NY 14853, 6 February 2018 (2018-02-06), XP081215229"
EP3865004A1,0,0,0,0
EP3865900A1,0,0,0,0
EP3866345A1,0,0,0,0
EP3868635A1,0,0,0,0
EP3868810A1,0,0,0,"""CTFA Cosmetic Ingredient Handbook"", 1997"
EP3868810A1,0,0,0,"""SPF Test Procedure, Suncreen Drug Products for Over-the-Counter Human Use"", FINAL MONOGRAPH, FEDERAL REGISTER, vol. 76, no. 117, 17 June 2011 (2011-06-17)"
EP3868810A1,0,0,0,"""The Dimer Acids: The chemical and physical properties, reactions and applications"", 1975, HUMKO SHEFFIELD CHEMICAL"
EP3869690A1,0,0,0,0
EP3872519A1,0,0,0,"SRIRAM N N ET AL: ""SMART: Simultaneous Multi-Agent Recurrent Trajectory Prediction"", 12 May 2015, ADVANCES IN INTELLIGENT DATA ANALYSIS XIX; [LECTURE NOTES IN COMPUTER SCIENCE; LECT.NOTES COMPUTER], PAGE(S) 463 - 479, ISBN: 978-3-030-71592-2, ISSN: 0302-9743, XP047594085"
EP3872519A1,0,0,0,"ZHENG YU YUZHENG@MICROSOFT COM: ""Trajectory Data Mining"", ACM TRANSACTIONS ON INTELLIGENT SYSTEMS AND TECHNOLOGY, ASSOCIATION FOR COMPUTING MACHINERY CORPORATION, 2 PENN PLAZA, SUITE 701 NEW YORK NY 10121-0701 USA, vol. 6, no. 3, 12 May 2015 (2015-05-12), pages 1 - 41, XP058493758, ISSN: 2157-6904, DOI: 10.1145/2743025"
EP3873047A1,0,0,0,0
EP3873114A1,0,0,0,0
EP3875686A1,0,0,0,0
EP3878722A1,0,0,0,0
EP3879174A1,0,0,0,0
EP3882504A1,0,0,0,0
EP3885400A1,0,0,0,0
EP3886151A1,0,0,0,0
EP3888925A1,0,0,0,0
EP3889445A1,0,0,0,0
EP3889817A1,0,0,0,0
EP3889917A1,0,0,0,0
EP3892648A1,0,0,0,0
EP3893370A1,0,0,0,0
EP3896441A2,0,0,0,0
EP3900904A1,0,0,0,0
EP3902140A3,0,0,0,0
EP3904244A1,0,0,0,0
EP3905198A1,0,0,0,"ANDRE WELZELANDREAS AUERSWALDGERD WANIELIK: ""17th International IEEE Conference on Intelligent Transportation Systems (ITSC"", 2014, IEEE, article ""Accurate camera-based traffic sign localization"", pages: 445 - 450"
EP3905198A1,0,0,0,"ANONYMOUS: ""How to calculate actual distance of each point from depth map"", 6 August 2019 (2019-08-06), XP055756802, Retrieved from the Internet <URL:https://github.com/tum-vision/lsd_slam/issues/337> [retrieved on 20201204]"
EP3905198A1,0,0,0,"ARIEL GORDONHANHAN LIRICO JONSCHKOWSKIANELIA AN-GELOVA: ""Depth from videos in the wild: Unsupervised monocular depth learning from unknown cameras"", THE IEEE INTERNATIONAL CONFERENCE ON COMPUTER VISION (ICCV, 2019"
EP3905198A1,0,0,0,"BENOIT BOCQUILLONADRIEN BARTOLIPIERRE GURDJOSALAIN CROUZIL: ""2007 IEEE Conference on Computer Vision and Pattern Recognition"", 2007, IEEE, article ""On constant focal length self-calibration from multiple views"", pages: 1 - 8"
EP3905198A1,0,0,0,"BINGBING ZHUANGQUOC-HUY TRANPAN JIGIM HEE LEELOONG FAH CHEONGMANMOHAN KRISHNA CHANDRAKER: ""Degeneracy in self-calibration revisited and a deep learning solution for uncalibrated slam"", 2019 IEEE/RSJ INTERNATIONAL CONFERENCE ON INTELLIGENT ROBOTS AND SYSTEMS (IROS, 2019, pages 3766 - 3773, XP033695487, DOI: 10.1109/IROS40897.2019.8967912"
EP3905198A1,0,0,0,"CHEN, XIAO ET AL.: ""Integration of low-cost gnss and monocular cameras for simultaneous localization and mapping"", SENSORS, vol. 18.7, 2018, pages 2193"
EP3905198A1,0,0,0,"CLEMENT GODARDOISIN MAC AODHAMICHAEL FIRMANGA-BRIEL J BROSTOW: ""Digging into self-supervised monocular depth estimation"", PROCEEDINGS OF THE IEEE INTERNATIONAL CONFERENCE ON COMPUTER VISION, 2019, pages 3828 - 3838"
EP3905198A1,0,0,0,"DAVID H DOUGLASTHOMAS K PEUCKER: ""Algorithms for the reduction of the number of points required to represent a digitized line or its caricature"", CARTOGRAPHICA: THE INTERNATIONAL JOURNAL FOR GEOGRAPHIC INFORMATION AND GEOVISUALIZATION, vol. 10, no. 2, 1973, pages 112 - 122, XP009005710"
EP3905198A1,0,0,0,"GORDON ARIEL ET AL: ""Depth From Videos in the Wild: Unsupervised Monocular Depth Learning From Unknown Cameras"", 2019 IEEE/CVF INTERNATIONAL CONFERENCE ON COMPUTER VISION (ICCV), IEEE, 27 October 2019 (2019-10-27), pages 8976 - 8985, XP033724011, DOI: 10.1109/ICCV.2019.00907"
EP3905198A1,0,0,0,"MANUEL LOPEZROGER MARIPAU GARGALLOYUBIN KUANGJAVIER GONZALEZ-JIMENEZGLORIA HARO: ""Deep single image camera calibration with radial distortion"", PROCEEDINGS OF THE IEEE CONFERENCE ON COMPUTER VISION AND PATTERN RECOGNITION, 2019, pages 11817 - 11825"
EP3905198A1,0,0,0,"ONKAR DABEERWEI DINGRADHIKA GOWAIKERSLAWOMIR K GRZECHNIKMYTHREYA J LAKSHMANSEAN LEEGERHARD REITMAYRARUNANDAN SHARMAKIRAN SOMASUNDA: ""2017 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS"", 2017, IEEE, article ""An end-to-end system for crowdsourced 3d maps for autonomous vehicles: The mapping component"", pages: 634 - 641"
EP3905198A1,0,0,0,"RAUL MUR-ARTALJOSE MARIA MARTINEZ MONTIELJUAN D TARDOS: ""Orb-slam: a versatile and accurate monocular slam system"", IEEE TRANSACTIONS ON ROBOTICS, vol. 31, no. 5, 2015, pages 1147 - 1163, XP011670910, DOI: 10.1109/TRO.2015.2463671"
EP3905198A1,0,0,0,"RICHARD SZELISKI: ""Computer vision: algorithms and applications"", 2010, SPRINGER SCIENCE & BUSINESS MEDIA"
