publication_number,patent_citation,publication_date,assignee,title
EP2403528A2,0,0,0,See references of WO2010100056A2
EP2499156A2,0,0,0,See references of WO2011059329A2
EP2468184A1,0,0,0,None
EP2243882A1,0,0,0,0
EP2260696A1,0,0,0,0
EP2260696B1,0,0,0,0
EP2389603A1,0,0,0,See references of WO2010084132A1
EP2468305A1,0,0,0,"BIOMACROMOLECULES, vol. 7, 2006, pages 3385"
EP2468305A1,0,0,0,"GREENWALD, J. ORG. CHEM., vol. 41, 1976, pages 1469"
EP2468305A1,0,0,0,"K. L. WOOLEY ET AL., JOURNAL OF POLYMER SCIENCE, vol. 47, 2009, pages 1023"
EP2468305A1,0,0,0,"SCIENCE, vol. 278, 1997, pages 1601"
EP2880971B1,0,0,0,None
EP2468305B1,0,0,0,0
EP2295366A1,0,0,0,0
EP2295366B1,0,0,0,0
EP2327293A1,0,0,0,None
EP2327293B1,0,0,0,0
EP2393832A1,0,0,0,See references of WO2010090523A1
EP2393832B1,0,0,0,0
EP2460186A1,0,0,0,See also references of WO2011012545A1
EP2473533A1,0,0,0,See references of WO2011028776A1
EP2473582A2,0,0,0,See references of WO2011028783A2
EP2480175A1,0,0,0,See references of WO2011037458A1
EP2880971A1,0,0,0,0
EP2233655A1,0,0,0,0
EP2280454A2,0,0,0,None
EP2280464A1,0,0,0,0
EP2355172A1,0,0,0,0
EP2363905A1,0,0,0,0
EP2368498A1,0,0,0,0
EP2369579A1,0,0,0,0
EP2374664B1,0,0,0,0
EP2381090A3,0,0,0,0
EP2386149A1,0,0,0,See references of WO2010079438A1
EP2387403A1,0,0,0,See references of WO2010082821A1
EP2387839B1,0,0,0,"CASETTI C ET AL: ""Fair Relaying and Cooperation in Multi-rate 802.11 Networks"", 2005 IEEE 61ST VEHICULAR TECHNOLOGY CONFERENCE. VTC2005- SPRING - 30 MAY-1 JUNE 2005 - STOCKHOLM, SWEDEN, IEEE, PISCATAWAY, NJ, USA, vol. 3, 30 May 2005 (2005-05-30), pages 2033 - 2036, XP010855783, ISBN: 978-0-7803-8887-1, DOI: 10.1109/VETECS.2005.1543680"
EP2387839B1,0,0,0,"LI-HUNG LIAO ET AL: ""Location-Independent Scheduling Mechanism for Multi-hop Wireless Backhaul Networks"", I E E E V T S VEHICULAR TECHNOLOGY CONFERENCE. PROCEEDINGS, IEEE, US, 1 April 2007 (2007-04-01), pages 1147 - 1151, XP031092809, ISBN: 978-1-4244-0266-3"
EP2399451A1,0,0,0,0
EP2404221B1,0,0,0,None
EP2408423A2,0,0,0,See references of WO2010105995A2
EP2413115A1,0,0,0,"XANDER SCHUURBIERS: ""Aliasing in PNAH"", 20050601, vol. DCT 2005-85, 1 June 2005 (2005-06-01), pages 1 - 43, XP002550810"
EP2414016B1,0,0,0,0
EP2415252B1,0,0,0,0
EP2417454B1,0,0,0,0
EP2417458B1,0,0,0,0
EP2422383A1,0,0,0,See references of WO2010123362A1
EP2425647B1,0,0,0,0
EP2432497A1,0,0,0,See references of WO2010134806A1
EP2434267A1,0,0,0,"MURURKA: 'Silicides for VLSI applications', 1983, ACADEMIC PRESS page 34"
EP2434267A1,0,0,0,"RAMAMURTHY S ET AL:  ""Nickel silicides in semiconductor processing: thermal budget considerations"", MATERIALS SCIENCE AND ENGINEERING B, ELSEVIER SEQUOIA, LAUSANNE, CH, vol. 114-115, 15 December 2004 (2004-12-15), pages 46-50, XP004974003, ISSN: 0921-5107, DOI: DOI:10.1016/J.MSEB.2004.07.076"
EP2438630A1,0,0,0,See references of WO2010143093A1
EP2438630B1,0,0,0,None
EP2446693A1,0,0,0,See references of WO2010150143A1
EP2446693B1,0,0,0,0
EP2448643A2,0,0,0,See references of WO2011002286A2
EP2449178A2,0,0,0,See references of WO2011019271A2
EP2449382A1,0,0,0,See also references of WO2011001337A1
EP2451956A1,0,0,0,See references of WO2011003850A1
EP2451956B1,0,0,0,0
EP2452192A1,0,0,0,See references of WO2011005094A1
EP2452536B1,0,0,0,None
EP2454846B1,0,0,0,0
EP2454858B1,0,0,0,0
EP2454905A1,0,0,0,See references of WO2011006847A1
EP2457972A1,0,0,0,0
EP2465112B1,0,0,0,0
EP2465241A1,0,0,0,See references of WO2011018368A1
EP2474161A1,0,0,0,See references of WO2011026887A1
EP2484079A1,0,0,0,See references of WO2011039293A1
EP2486750B1,0,0,0,0
EP2498752A2,0,0,0,"ANONYMUS: ""GENERAL FAQS: HYDROUS ETHANOL"", HE BLENDS.B.V., 12 August 2014 (2014-08-12), pages 1 - 2, XP003035193, Retrieved from the Internet <URL:HTTP://WWW.HEBLENDS.COM/INDEX.PHP?OPTION=COM_CONTENT&TASK=VIEW&ID=21&ITEMID=25>"
EP2498752A2,0,0,0,"MANIC MARINA S.: ""SOLUBILITY OF HIGH-VALUE COMPOUNDS IN ETHYL LACTATE: MEASUREMENTS AND MODELING"", JOURNAL OF CHEMICAL THERMODYNAMICS, vol. 48, pages 93 - 100, XP028889986"
EP2498752A2,0,0,0,"PANKAJ DUTIA: ""ETHYL ACETATE: A TECHNO-COMMERCIAL PROFILE"", CHEMICAL WEEKLY, 10 August 2004 (2004-08-10), pages 179 - 186, XP055177914"
EP2498752A2,0,0,0,See also references of WO2011059324A2
EP2510563A2,0,0,0,See references of WO2011071372A2
EP2517495B1,0,0,0,0
EP2566263B1,0,0,0,None
EP2603034A1,0,0,0,0
EP2615906B1,0,0,0,0
EP2703412A8,0,0,0,0
EP2782383A2,0,0,0,0
EP2993858A1,0,0,0,"ALCURI L ET AL: ""Congestion Avoidance Using DYnamic COdec MAnagement: A solution for ISP"", COMMUNICATIONS, 2005 ASIA-PACIFIC CONFERENCE ON PERTH, WESTERN AUSTRALIA 03-05 OCT. 2005, PISCATAWAY, NJ, USA,IEEE, 3 October 2005 (2005-10-03), pages 886 - 890, XP010860912, ISBN: 978-0-7803-9132-1, DOI: 10.1109/APCC.2005.1554190"
EP2993858A1,0,0,0,"MINGARDI C ET AL: ""IPTV Quality of Service Management in Home Networks"", COMMUNICATIONS, 2009. ICC '09. IEEE INTERNATIONAL CONFERENCE ON, IEEE, PISCATAWAY, NJ, USA, 14 June 2009 (2009-06-14), pages 1 - 5, XP031506077, ISBN: 978-1-4244-3435-0"
EP2993858A1,0,0,0,"STRAUSS J. ET AL., A MEASUREMENT STUDY OF AVAILABLE BANDWIDTH ESTIMATION TOOLS"
EP2993858B1,0,0,0,None
EP3352413B1,0,0,0,None
EP2218494B1,0,0,0,0
EP2233655B1,0,0,0,0
EP2272323A1,0,0,0,0
EP2292851A1,0,0,0,0
EP2316721A1,0,0,0,0
EP2354378A1,0,0,0,0
EP2362001A1,0,0,0,0
EP2374664A1,0,0,0,0
EP2381090A2,0,0,0,None
EP2386149B1,0,0,0,0
EP2389660A1,0,0,0,See references of WO2010084431A1
EP2403516A1,0,0,0,See references of WO2010100035A1
EP2409432A1,0,0,0,See references of WO2010106075A1
EP2409432B1,0,0,0,"""Telecommunications and Internet converged Services and Protocols for Advanced Networking (TISPAN); NGN integrated IPTV subsystem Architecture;Draft ETSI TS 182 028"", ETSI DRAFT; DRAFT ETSI TS 182 028, EUROPEAN TELECOMMUNICATIONS STANDARDS INSTITUTE (ETSI), 650, ROUTE DES LUCIOLES ; F-06921 SOPHIA-ANTIPOLIS ; FRANCE, vol. zArchive - TISPAN, no. V3.1.3, 11 March 2009 (2009-03-11), pages 1 - 65, XP014194874"
EP2409432B1,0,0,0,"CHRISTIAN BLUM: ""Synchronization of Live Continuous Media Streams"", 1 September 1994 (1994-09-01), pages 1 - 7, XP002542317, Retrieved from the Internet <URL:http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.47.7757&rep=rep1&type=pdf> [retrieved on 19940901]"
EP2409676A1,0,0,0,0
EP2414216A2,0,0,0,See references of WO2010114369A2
EP2414216B1,0,0,0,0
EP2415252A1,0,0,0,See references of WO2010112591A1
EP2417458A2,0,0,0,See references of WO2010116003A2
EP2421889A1,0,0,0,See references of WO2010123350A1
EP2421889B1,0,0,0,0
EP2424496A1,0,0,0,See references of WO2010125087A1
EP2424496B1,0,0,0,0
EP2430927A1,0,0,0,"BIEGHS, V. ET AL., GASTROENTEROLOGY, 2010"
EP2430927A1,0,0,0,"E. E. POWELL ET AL., HEPATOL., vol. 11, 1990, pages 74"
EP2430927A1,0,0,0,"J. R. LUDWIG ET AL., MAYO CLIN. PROC, vol. 55, 1980, pages 434"
EP2430927A1,0,0,0,"LI TIANGANG ET AL: ""PXR induces CYP27A1 and regulates cholesterol metabolism in the intestine"", JOURNAL OF LIPID RESEARCH, vol. 48, no. 2, February 2007 (2007-02-01), pages 373 - 384, XP002604487, ISSN: 0022-2275, DOI: 10.1194/JLR.M600282-JLR200"
EP2430927A1,0,0,0,"PETTA S ET AL: ""Low vitamin d serum level is related to severe fibrosis and low responsiveness to interferon-based therapy in genotype 1 chronic hepatitis C"", HEPATOLOGY, WILLIAMS AND WILKINS, BALTIMORE, MD, US, vol. 51, no. 4, 1 January 2010 (2010-01-01), pages 1158 - 1167, XP009139741, ISSN: 0270-9139"
